Protein,Druggability Score ,Total Pocket Number,Score ,Second Highest Druggable Pocket Score,Third Highest Druggable Pocket Score,Number of Alpha Spheres ,Total SASA ,Polar SASA ,Apolar SASA ,Volume ,Mean local hydrophobic density ,Mean alpha sphere radius ,Mean alp. sph. solvent access ,Apolar alpha sphere proportion ,Hydrophobicity score,Volume score,Polarity score,Charge score ,Proportion of polar atoms,Alpha sphere density ,Cent. of mass - Alpha Sphere max dist,Flexibility 
Q14872,0.575,37,-0.146,0.214,0.047,76,338.769,95.581,243.188,1165.724,27.086,3.986,0.442,0.461,14.45,2.95,10,0,39.216,6.433,19.481,0.37
Q14894,0.755,15,-0.072,0.046,0.034,121,296.197,90.821,205.376,940.468,31.067,3.961,0.444,0.372,22.92,3.68,13,4,45.161,6.144,15.57,0.923
Q14896,0.603,77,-0.141,0.29,0.063,65,189.413,50.536,138.877,567.928,45.321,3.946,0.495,0.815,39.846,4.385,5,0,30.233,4.871,12.087,0.558
Q14914,0.711,18,-0.203,0.002,0.002,234,538.102,147.741,390.36,1791.305,50.431,4.005,0.479,0.496,25.265,3.816,19,4,40.833,10.042,22.669,0.854
Q14916,0.9,31,-0.446,0.118,0.097,228,560.487,129.859,430.628,1940.7,53.786,4.019,0.437,0.575,38.65,4.125,18,4,32.432,10.29,25.136,0.856
Q14919,0.017,8,0.057,0.004,0.002,15,58.945,21.429,37.516,135.858,8,3.861,0.507,0.6,26.333,4.333,3,0,30.769,1.521,3.313,0.974
Q14929,0.209,56,0.045,0.159,0.057,25,93.375,7.633,85.742,319.633,22,4.148,0.682,0.92,71.625,5,2,0,13.636,2.715,6.132,0.929
Q14934,0.67,22,0.043,0.179,0.014,46,211.019,72.142,138.877,530.428,23,3.984,0.476,0.609,22.2,4.5,5,1,37.143,6.123,13.753,0.581
Q14938,0.481,15,-0.136,0.003,0.002,64,239.65,34.353,205.297,863.314,53.895,4.356,0.484,0.891,67.3,4.9,3,-1,16.667,4.492,11.603,0.632
Q14940,0.872,65,-0.338,0.846,0.845,104,310.63,83.596,227.034,885.303,50.39,3.834,0.426,0.788,64.222,4.278,3,-1,23.729,6.873,17.228,0.607
Q14943,0.736,26,0.418,0.247,0.181,58,94.495,29.283,65.212,281.93,16.421,3.767,0.481,0.328,12.667,3.833,8,2,37.143,3.726,10.629,0.684
Q14952,0.512,22,0.087,0.266,0.052,27,95.403,10.869,84.534,343.091,26,3.94,0.651,1,33.2,4,2,1,21.739,3.08,8.006,0.622
Q14953,0.553,18,0.03,0.202,0.177,22,95.017,14.106,80.911,315.446,20.818,3.895,0.621,1,33.2,4,2,1,26.316,3.192,8.634,0.621
Q14954,0.765,13,0.176,0.102,0.033,30,113.312,13.079,100.233,430.618,27.133,3.953,0.626,1,39.429,4,3,1,28,3.792,11.071,0.63
Q14956,0.757,42,-0.013,0.585,0.394,59,180.376,75.312,105.064,531.678,20.741,3.853,0.462,0.458,11,3.909,7,1,41.667,5.203,13.78,0.563
Q14957,0.821,97,-0.275,0.103,0.071,102,293.267,73.479,219.788,962.185,53.229,3.964,0.542,0.814,49.929,5.214,8,1,32.258,6.451,17.738,0.561
Q14964,0.523,11,0.087,0.091,0.05,30,100.288,15.2,85.088,308.241,19,3.996,0.526,0.667,21.556,4,4,2,28.571,3.076,6.79,0.931
Q14966,0.555,50,-0.217,0.424,0.314,48,231.531,100.553,130.978,615.369,25.946,3.894,0.49,0.771,11.333,4.25,8,1,38.636,5.539,14.446,0.765
Q14973,0.874,33,0.233,0.36,0.094,59,176.834,37.877,138.956,609.907,41.28,3.951,0.551,0.847,56.714,5.429,6,1,26.829,5.323,15.767,0.96
Q14974,0.744,65,0.209,0.072,0.046,56,122.444,45.156,77.288,427.112,43.289,3.955,0.468,0.804,65.25,4.583,3,1,23.529,4.071,10.96,0.943
Q14978,0.278,14,0.295,0.012,0.002,27,127.609,33.414,94.195,387.794,22,3.881,0.487,0.852,4.875,2.625,4,1,30,3.949,8.383,0.253
Q14980,0.61,181,-0.19,0.143,0.082,54,209.454,61.649,147.806,674.253,38.818,3.991,0.479,0.815,57.067,4.733,4,2,28.947,5.251,11.742,0.651
Q14982,0.127,21,0.205,0.123,0.087,44,141.687,75.268,66.42,475.364,12.526,3.964,0.581,0.432,23,3.5,4,1,41.935,5.09,11.439,0.872
Q14990,0.892,24,0.075,0.492,0.219,71,202.055,35.402,166.653,583.632,39.25,3.849,0.504,0.789,30.077,4.308,6,-4,27.273,5.622,14.004,0.722
Q14993,0.756,34,0.353,0.07,0.031,64,140.876,53.927,86.949,553.21,31.647,3.931,0.505,0.531,50,4.308,5,-2,38.889,4.874,15.14,0.681
Q14994,0.699,27,0.281,0.029,0.01,59,135.953,16.16,119.793,448.653,49.245,4.052,0.545,0.898,68.444,4.944,5,1,13.158,3.962,9.269,0.924
Q14995,0.94,29,0.103,0.254,0.026,103,193.272,49.663,143.608,630.17,51.967,3.912,0.469,0.583,56.826,4.565,6,2,30.909,5.51,15.513,0.618
Q14997,0.512,158,-0.143,0.45,0.152,70,180.505,62.158,118.348,482.259,35.667,3.807,0.431,0.6,58.636,5.273,5,3,24.39,4.812,11.643,0.857
Q14999,0.758,154,0.029,0.623,0.447,168,363.626,161.715,201.911,1222.72,26.774,3.918,0.476,0.369,29.581,4.065,16,4,43.011,9.423,28.917,0.761
Q149M9,0.899,125,-0.039,0.828,0.28,59,202.684,66.222,136.462,725.217,27.116,3.966,0.569,0.729,40,4.786,7,2,31.111,7.632,21.536,0.879
Q149N8,0.912,152,-0.116,0.426,0.296,67,199.308,50.691,148.617,624.188,38.704,4.001,0.463,0.806,44.333,4.25,6,2,25.641,5.986,16.165,0.774
Q14BN4,0.465,66,0.137,0.27,0.231,37,154.251,41.942,112.309,485.081,20.56,4.136,0.67,0.676,34.833,5,3,-1,31.034,4.911,12.285,0.673
Q14C86,0.231,85,-0.509,0.062,0.059,128,494.637,173.744,320.892,1567.498,47.482,4.169,0.462,0.664,25.571,4.036,15,0,40.26,7.92,20.986,0.639
Q14C87,0.556,91,-0.109,0.14,0.119,67,183.48,30.111,153.369,591.319,47.649,3.863,0.441,0.851,35.538,4.231,4,-2,30.233,5.112,11.118,0.829
Q14CB8,0.593,44,0.353,0.353,0.335,59,157.643,45.333,112.309,508.581,27.226,3.792,0.511,0.525,29.812,3.938,7,1,40.476,5.697,11.978,0.89
Q14CM0,0.711,42,0.093,0.018,0.018,81,202.157,75.356,126.801,596.373,33.189,3.976,0.478,0.457,17.938,4.125,8,0,33.333,4.609,11.188,0.6
Q14CN2,0.832,56,0.075,0.46,0.376,85,139.875,51.718,88.157,538.945,27.486,3.989,0.489,0.412,11.316,3.737,12,1,43.478,5.692,16.022,0.975
Q14CN4,0.34,30,0.175,0.259,0.226,19,90.809,17.143,73.665,275.536,14,3.941,0.708,0.789,12.2,3.6,4,-1,35.294,3.43,7.407,0.961
Q14CS0,0.103,24,-0.326,0.008,0.006,76,385.232,91.561,293.671,1125.316,26.696,4.097,0.515,0.605,19.267,4.6,8,-1,37.037,6.849,16.775,0.612
Q14CW9,0.346,20,0.207,0.043,0.033,30,105.291,46.117,59.174,202.321,23,3.582,0.427,0.8,51.5,5,2,-1,33.333,2.619,6.572,0.407
Q14CX5,0.953,42,-0.195,0.376,0.143,111,245.126,59.152,185.975,724.296,67.167,3.979,0.493,0.649,39.19,3.952,9,0,33.333,6.041,16.625,0.523
Q14CX7,0.323,82,0.085,0.128,0.053,49,130.213,40.848,89.364,438.031,25.862,3.889,0.485,0.592,27.333,3.917,7,1,35.294,4.46,11.826,0.935
Q14CZ0,0.952,24,0.412,0.247,0.064,56,179.323,16.293,163.03,656.276,26.087,4.014,0.691,0.821,44.222,5,6,-1,25,7.102,18.62,0.903
Q14CZ7,0.311,60,-0.252,0.157,0.052,107,386.149,141.654,244.495,1242.71,38.167,3.968,0.519,0.449,15.792,4.708,16,3,40.541,6.993,19.784,0.545
Q14CZ8,0.711,24,0.313,0.087,0.027,43,192.269,73.921,118.348,719.927,20.606,3.962,0.609,0.767,-19.833,5.167,6,3,38.235,6.6,17.427,0.356
Q14D04,0.339,79,0.033,0.121,0.032,37,110.045,26.897,83.148,357.647,32.971,3.889,0.518,0.946,48.4,4.5,3,0,22.222,3.556,9.003,0.651
Q14D33,0.919,44,0.016,0.405,0.196,126,381.215,102.253,278.962,1193.637,31.522,3.809,0.436,0.532,37.593,3.407,11,-1,36.364,8.493,23.492,0.392
Q14DG7,0.69,78,-0.007,0.078,0.049,106,285.769,113.079,172.691,981.62,38.385,3.995,0.469,0.491,10.652,4.304,15,1,40.678,6.475,16.432,0.758
Q15003,0.683,56,-0.042,0.223,0.027,55,212.834,34.442,178.392,574.171,48.314,4.103,0.462,0.927,76.333,4.778,1,0,16.129,4.111,9.933,0.594
Q15004,0.167,4,0.088,0.032,0.004,15,86.918,28.952,57.966,247.167,7,4.184,0.606,0.533,30.143,4.429,3,-1,35.294,2.362,5.705,0.737
Q15005,0.612,18,0.006,0.373,0.214,106,376.244,152.833,223.411,1247.5,25.209,4.064,0.475,0.406,11.182,4.273,15,1,40.299,8.941,25.845,0.756
Q15006,0.658,23,0.081,0.045,0.03,39,132.803,19.286,113.517,438.808,34.111,4.011,0.55,0.923,36.7,5,6,-1,16.667,3.576,10.06,0.905
Q15007,0.934,25,0.364,0.023,0.022,47,147.225,20.424,126.801,559.109,30.105,4.041,0.579,0.809,57.8,6,5,3,17.143,5.395,14.353,0.749
Q15008,0.86,38,-0.015,0.307,0.19,54,142.475,31.294,111.181,394.257,26.258,4.039,0.483,0.574,55.923,5.154,6,0,25,4.252,12.338,0.758
Q15011,0.968,26,-0.042,0.057,0.018,85,330.233,32.365,297.868,1148.221,48.687,4.074,0.528,0.788,56.941,4.647,4,3,30.769,7.465,19.975,0.713
Q15012,0.704,16,0.061,0.131,0.016,41,139.498,3.214,136.284,414.799,37.795,3.979,0.535,0.951,53.75,3.5,2,0,19.231,3.688,7.997,0.771
Q15013,0.56,22,0.265,0.408,0.081,56,198.23,81.09,117.14,706.45,24.214,4.064,0.592,0.5,18,3.429,6,1,41.026,6.208,19.111,0.976
Q15014,0.721,22,0.539,0.242,0.016,45,41.767,4.33,37.436,179.898,31.647,3.613,0.408,0.756,43,4.636,5,-2,28,2.948,8.217,0.964
Q15018,0.063,22,-0.471,0.006,0.004,117,448.463,117.276,331.187,1464.724,55.442,4.039,0.423,0.735,43.476,4.476,6,3,33.333,7.128,16.834,0.66
Q15019,0.562,39,0.234,0.039,0.012,56,188.347,41.986,146.361,697.995,38.619,4.123,0.526,0.75,44.818,4.727,5,0,30.952,5.252,12.973,0.717
Q15020,0.315,84,-0.08,0.209,0.128,73,234.243,97.781,136.462,753.863,33.784,3.845,0.437,0.507,-0.5,4.812,12,2,41.304,4.904,15.09,0.704
Q15021,0.697,124,-0.2,0.381,0.367,71,227.331,104.153,123.178,772.76,36,4.101,0.545,0.62,14.154,3.846,6,0,36.957,6.074,18.032,0.678
Q15022,0.849,68,0.026,0.188,0.167,93,218.028,63.946,154.081,733.903,31.211,3.898,0.48,0.409,36.389,4.556,9,5,40.816,5.432,16.966,0.984
Q15024,0.512,27,0.128,0.035,0.014,57,109.402,23.661,85.742,422.158,44.167,3.918,0.467,0.842,48.538,4.462,5,-1,32.353,4.122,11.073,0.934
Q15025,0.678,50,-0.009,0.101,0.037,115,358.314,136.11,222.204,1127.769,31.32,3.966,0.518,0.435,3.222,4.5,13,2,39.683,7.781,23.6,0.658
Q15027,0.558,59,0.004,0.378,0.269,27,97.273,4.286,92.987,278.429,20,3.867,0.609,0.778,49.857,5.143,3,2,22.727,2.876,6.905,0.967
Q15029,0.213,66,0.016,0.129,0.119,110,311.953,148.924,163.03,1114.099,31.583,3.939,0.53,0.436,2,5.211,15,3,39.437,7.805,21.812,0.902
Q15031,0.691,52,0.091,0.249,0.108,44,61.73,19.463,42.267,229.757,35,3.772,0.448,0.818,38.273,4.273,4,1,34.615,3.09,7.834,0.904
Q15032,0.575,29,0.249,0.074,0.038,52,181.48,69.171,112.309,631.755,19.84,4.05,0.669,0.481,23,4.4,4,2,39.024,5.421,13.553,0.329
Q15034,0.653,76,-0.242,0.409,0.163,39,164.689,45.134,119.555,528.29,30.625,4.056,0.49,0.821,50.4,4.6,3,-1,29.63,3.892,11.097,0.616
Q15035,0.961,26,0.281,0.249,0.073,130,190.715,22.855,167.86,633.871,66.8,3.932,0.478,0.769,65,4.435,6,1,23.81,5.842,15.428,0.963
Q15036,0.9,52,-0.036,0.678,0.036,123,309.395,107.721,201.674,935.355,34.233,3.955,0.42,0.488,9.826,3.348,14,1,40.984,6.902,17.104,0.727
Q15038,0.285,10,0.158,0.241,0.16,22,60.908,5.357,55.551,208.286,17,4.032,0.588,0.818,14.429,3.857,1,0,26.667,1.566,4.039,0.899
Q15040,0.018,15,0.105,0.008,0.001,31,39.878,9.687,30.191,150.34,22,3.927,0.499,0.742,23.889,4.444,6,2,30,1.663,4.402,0.41
Q15041,0.545,21,-0.135,0.447,0.423,29,167.78,8.572,159.208,504.494,24,4.012,0.549,0.897,54.778,4,1,0,19.231,4.109,9.362,0.698
Q15042,0.363,90,-0.061,0.224,0.12,115,333.498,146.316,187.182,1199.565,37.067,3.948,0.465,0.522,15.609,4.217,11,-1,40,7.067,22.081,0.885
Q15043,0.83,46,-0.088,0.672,0.489,89,333.327,102.452,230.874,1155.691,32.808,3.82,0.531,0.584,49.5,3.95,5,0,28.358,8.968,22.281,0.85
Q15046,0.95,46,0.341,0.334,0.039,116,174.737,86.58,88.157,634.2,31.947,3.855,0.42,0.328,20.259,3.926,15,-2,50.794,6.883,18.029,0.99
Q15047,0.818,76,-0.163,0.036,0.033,182,423.343,163.703,259.64,1465.506,28.353,3.898,0.435,0.374,13.889,4.611,23,-1,41.121,10.482,30.011,0.825
Q15048,0.215,30,-0.209,0.082,0.069,59,241.452,95.825,145.628,734.428,21.769,4.032,0.532,0.441,27.625,4.75,8,4,40.909,5.57,12.116,0.617
Q15049,0.93,43,-0.198,0.254,0.063,63,224.207,35.579,188.627,639.895,43.698,3.885,0.532,0.841,55.533,4.467,7,0,27.451,5.677,18.167,0.767
Q15050,0.895,30,-0.003,0.202,0.187,82,310.223,49.376,260.848,1039.517,29.88,4.031,0.574,0.61,19.526,3.263,7,0,34.615,6.93,15.417,0.533
Q15051,0.149,59,-0.041,0.117,0.084,29,122.814,3.259,119.555,348.317,21,3.924,0.566,0.759,52.333,4.111,2,0,22.222,3.741,7.482,0.453
Q15052,0.28,59,0.123,0.26,0.208,27,107.809,37.767,70.042,406.606,17.905,3.991,0.69,0.778,5,5,5,2,37.5,4.536,10.873,0.961
Q15053,0.761,8,0.108,0.423,0.409,21,123.135,10.825,112.309,358.785,14.118,3.858,0.579,0.81,67.667,4.556,3,1,23.81,4.25,9.005,0.76
Q15054,0.195,17,0.319,0.141,0.098,26,112.654,37.722,74.932,376.814,15.765,4.024,0.607,0.654,33.25,3.75,1,1,31.579,3.531,9.175,0.253
Q15056,0.876,9,0.235,0.221,0.178,33,156.475,35.712,120.763,626.745,13.12,4.098,0.58,0.758,25.6,4.7,6,1,27.586,6.727,15.611,0.917
Q15057,0.504,76,0.053,0.459,0.428,25,79.468,1.071,78.397,194.423,22,3.907,0.535,0.92,84.286,4.857,0,0,10.526,2.332,5.7,0.967
Q15058,0.506,139,-0.562,0.108,0.087,104,353.883,128.057,225.826,955.54,44.452,4.021,0.507,0.596,9.611,4.333,12,2,38.182,6.757,19.183,0.616
Q15059,0.85,32,0,0.786,0.473,52,229.84,36.54,193.3,744.733,25.722,4.046,0.507,0.692,30.765,4.471,7,1,23.81,6.085,17.04,0.98
Q15061,0.537,60,0.241,0.069,0.024,57,101.577,30.089,71.488,314.016,43,3.761,0.415,0.772,39.667,4.417,5,0,27.273,3.754,8.475,0.86
Q15063,0.839,70,-0.153,0.508,0.359,68,235.465,59.152,176.314,675.76,34.178,3.941,0.518,0.662,43.812,4.625,8,-1,34.783,5.706,14.534,0.626
Q15067,0.029,37,-0.1,0.027,0.023,46,136.796,36.562,100.233,484.367,23.429,3.981,0.521,0.609,23.214,4.643,10,1,41.176,4.688,11.401,0.997
Q15070,0.598,35,-0.028,0.447,0.439,101,341.487,116.868,224.619,1072.877,25.542,3.831,0.465,0.475,34.905,4,10,1,39.394,7.276,17.621,0.55
Q15072,0.429,19,0.196,0.066,0.064,32,67.97,7.589,60.381,168.837,19,3.667,0.472,0.625,-2.375,3.875,5,0,45,2.406,5.993,0.806
Q15075,0.762,145,0.044,0.465,0.061,56,233.631,68.839,164.792,721.77,36.585,3.942,0.52,0.732,55.818,4.182,3,2,31.707,5.201,14.768,0.54
Q15077,0.563,28,-0.091,0.382,0.062,52,144.847,20.402,124.445,326.537,43,3.706,0.432,0.846,57.556,4.444,4,0,19.355,3.898,8.318,0.763
Q15078,0.55,14,0.131,0.369,0.18,43,96.579,28.952,67.627,358.94,31.257,3.768,0.514,0.814,50.182,3.818,2,0,24.138,3.732,9.582,0.74
Q15080,0.126,31,-0.199,0.042,0.038,70,267.584,92.477,175.106,798.409,35.317,3.895,0.448,0.586,0.182,4.545,8,3,39.024,5.774,13.667,0.301
Q15084,0.399,32,0.087,0.025,0.009,65,111.432,37.767,73.665,393.465,38.333,3.839,0.437,0.646,17.154,4.231,7,-1,31.579,3.876,9.401,0.885
Q15102,0.21,15,0.209,0.1,0.052,56,169.786,56.269,113.517,468.338,15.294,3.845,0.474,0.304,16.267,4,9,-1,40,4.49,9.841,0.994
Q15109,0.159,35,0.302,0.151,0.014,47,144.335,68.254,76.081,533.055,27,3.898,0.44,0.638,3.2,4.1,7,2,46.875,4.472,11.15,0.824
Q15111,0.281,92,0.135,0.081,0.073,59,176.072,44.461,131.611,664.715,23.317,3.888,0.553,0.695,19,4.615,8,2,34.884,7.129,17.082,0.951
Q15113,0.711,28,0.091,0.011,0.007,78,189.855,65.47,124.386,595.426,46.667,3.879,0.427,0.654,20.632,3.684,9,-5,40.476,5.267,12.488,0.763
Q15116,0.399,16,0.153,0.151,0.113,26,70.298,18.37,51.928,249.25,24,3.886,0.553,0.962,70.25,6.25,3,0,20,2.723,7.206,0.481
Q15118,0.295,37,-0.114,0.054,0.023,160,411.665,119.419,292.246,1445.337,77.919,3.935,0.476,0.769,43.963,4.185,10,1,29.545,7.737,19.156,0.695
Q15119,0.669,33,0.048,0.055,0.051,60,116.872,11.808,105.064,400.437,52.296,3.884,0.478,0.9,57.167,4.583,5,1,17.143,3.376,8.44,0.96
Q15120,0.652,31,0.135,0.41,0.163,53,103.974,8.572,95.403,389.474,45.702,3.91,0.468,0.887,57,4.583,5,1,18.75,3.305,8.451,0.958
Q15121,0.683,6,0.042,0.198,0.039,71,256.46,74.108,182.352,768.603,20.966,4.059,0.48,0.408,21.067,4.267,10,-1,40.816,6.027,15.296,0.537
Q15124,0.302,29,-0.08,0.292,0.023,37,107.33,31.249,76.081,321.743,16.889,3.94,0.441,0.486,28.667,4.667,5,1,39.286,3.503,9.254,0.928
Q15125,0.993,17,0.244,0.866,0.048,136,260.01,21.473,238.536,850.854,41.121,3.929,0.508,0.669,49.769,4.923,14,-2,21.622,7.933,20.96,0.993
Q15126,0.137,13,0.054,0.099,0.039,32,109.877,20.513,89.364,348.094,17,4.118,0.606,0.562,25,3.875,3,0,30.769,3.627,7.654,0.937
Q15131,0.423,20,0.134,0.244,0.074,87,221.631,79.863,141.767,838.193,39.535,4.026,0.511,0.494,18.24,3.56,12,-1,46.296,5.389,14.084,0.753
Q15139,0.369,74,-0.431,0.212,0.101,282,671.401,219.055,452.345,2376.889,42.393,3.988,0.434,0.397,23.735,4,23,-2,37.879,10.953,30.268,0.619
Q15147,0.761,108,0.131,0.743,0.655,158,360.729,166.222,194.507,1359.284,23.684,3.946,0.488,0.361,9.821,3.923,26,3,49.451,9.289,26.42,0.701
Q15149-1,0.719,102,-0.008,0.077,0.066,59,186.497,54.866,131.631,568.181,33.026,3.881,0.48,0.661,-7.692,3.538,6,-3,40,4.849,12.613,0.712
Q15149-10,0.646,160,-0.199,0.331,0.195,63,270.984,66.895,204.089,894.314,37.843,4.055,0.54,0.81,29.571,4.643,7,-3,31.915,6.467,15.477,0.632
Q15149-11,0.921,137,0.118,0.294,0.102,93,191.186,35.402,155.784,463.795,51.355,3.759,0.468,0.667,25,4.25,7,0,32.653,4.958,13.839,0.603
Q15149-12,0.263,139,-0.189,0.211,0.21,37,165.712,36.496,129.216,409.12,24,4.047,0.555,0.676,26.545,3.636,7,-1,34.483,3.369,7.975,0.734
Q15149-13,0.988,136,-0.363,0.034,0.033,167,601.071,113.189,487.882,1963.012,46.523,4.034,0.512,0.665,30.346,4.731,14,-2,33.028,11.763,33.774,0.572
Q15149-14,0.343,131,0.055,0.279,0.238,50,137.045,68.21,68.835,540.277,26.143,3.999,0.518,0.56,13.3,4.6,6,1,33.333,4.228,10.753,0.898
Q15149-15,0.585,111,0.191,0.266,0.239,65,81.348,28.212,53.136,390.337,37,3.828,0.472,0.585,26.667,4.333,5,1,42.857,3.446,8.819,0.649
Q15149-16,0.4,118,0.202,0.228,0.037,54,72.651,27.969,44.682,286.931,31,3.585,0.376,0.593,47.125,4.625,7,3,42.857,4.358,10.558,0.704
Q15149-17,0.397,113,0.1,0.268,0.249,112,290.161,101.138,189.023,1135.26,49.333,4.113,0.519,0.616,34.417,4.125,11,1,32.812,6.593,16.674,0.914
Q15149-18,0.758,97,0.043,0.15,0.123,42,126.298,16.404,109.894,354.781,35.692,3.876,0.556,0.929,75.571,5.143,1,1,16.667,3.922,9.637,0.824
Q15149-2,0.753,114,-0.077,0.015,0.009,108,269.617,105.379,164.237,942.297,57.075,4.035,0.508,0.62,6.889,3.556,8,1,41.667,6.136,16.389,0.515
Q15149-3,0.108,138,0.234,0.087,0.051,48,118.222,42.141,76.081,447.066,19.391,3.845,0.582,0.479,13.7,4.1,8,0,42.424,4.774,11.437,0.927
Q15149-4,0.797,133,-0.251,0.062,0.037,115,387.798,97.967,289.831,1038.945,50.239,3.898,0.545,0.583,31.824,4.529,9,-3,36.232,7.449,19.037,0.57
Q15149-5,0.729,147,0.038,0.582,0.428,32,115.234,15,100.233,380.218,25.185,4.076,0.638,0.844,51.75,3.75,2,0,22.222,3.718,9.739,0.824
Q15149-6,0.789,145,0.09,0.614,0.536,62,188.069,51.607,136.462,687.883,33.45,3.969,0.58,0.645,23.333,3.6,6,-1,40,5.527,19.661,0.607
Q15149-7,0.431,141,0.051,0.29,0.271,23,125.113,41.787,83.326,354.739,20.455,4.022,0.53,0.957,26.286,5.143,5,1,25,3.791,8.417,0.944
Q15149-8,0.99,144,0.131,0.278,0.115,57,252.204,30.001,222.204,907.993,23.64,3.985,0.633,0.877,40.917,4.917,6,0,29.167,8.534,22.673,0.828
Q15149-9,0.269,156,-0.574,0.035,0.023,156,522.963,165.504,357.458,1714.232,63.726,4.105,0.477,0.75,24.714,4.143,10,2,36.364,8.617,24.685,0.646
Q15154,0.548,98,-0.114,0.036,0.016,38,190.698,43.367,147.331,591.772,32.765,4.333,0.488,0.895,48.6,4.7,4,1,25.926,3.63,10.602,0.468
Q15155,0.395,80,0.169,0.212,0.209,29,83.788,16.16,67.627,265.057,20,3.703,0.43,0.724,53.7,4.1,3,-2,28.571,3.415,7.876,0.807
Q15165,0.861,22,0.163,0.008,0.003,121,234.934,44.129,190.805,773.966,65.318,3.959,0.461,0.727,31.375,4.208,11,0,26.667,5.95,13.888,0.866
Q15166,0.933,20,0.11,0.074,0.016,173,327.204,81.918,245.287,1185.351,43.54,3.905,0.476,0.503,26.2,3.857,18,2,35.556,7.656,18.528,0.741
Q15170,0.399,10,0.233,0.041,0.019,34,152.169,53.143,99.026,493.444,15.529,4.158,0.603,0.5,20.143,5,5,2,37.037,4.208,11.648,0.753
Q15172,0.5,41,0.156,0.429,0.354,85,203.481,106.871,96.61,673.358,23.059,4.008,0.54,0.4,9.529,4.176,12,-1,48.077,6.295,18.328,0.945
Q15173,0.07,42,-0.263,0.05,0.03,110,389.751,152.501,237.249,1330.32,56.42,4.08,0.477,0.736,17.524,4.143,13,2,40.323,7.296,18.048,0.693
Q15181,0.506,20,0.118,0.471,0.182,21,64.439,6.473,57.966,296.662,18,4.124,0.599,0.905,25.778,4.111,7,0,22.222,2.755,7.662,0.946
Q15185,0.338,12,0.006,0.005,0.004,45,191.34,61.649,129.691,350.848,29,3.857,0.405,0.667,5.727,5.273,9,-1,29.63,3.507,8.468,0.633
Q15195,0.343,5,0.372,0.128,0.021,23,86.476,24.887,61.589,301.839,11,3.969,0.695,0.522,-3.167,4.5,4,1,47.368,3.396,7.213,0.979
Q15198,0.688,22,0.445,0.432,0.031,45,78.435,20.468,57.966,236.318,16.4,3.515,0.415,0.444,5.562,3.25,7,0,37.5,4.181,10.037,0.844
Q15208,0.246,45,-0.196,0.142,0.111,80,287.661,106.517,181.144,801.005,34.78,3.943,0.448,0.512,15.583,4.333,8,2,36.364,5.427,14.333,0.412
Q15223,0.351,31,-0.261,0.014,0.01,101,376.572,133.126,243.446,1131.078,33.925,4.04,0.462,0.525,30.647,4.059,8,0,33.898,6.904,17.206,0.656
Q15233,0.922,41,0.13,0.272,0.203,57,188.48,56.136,132.344,755.81,19.438,4.058,0.586,0.561,9.091,4.545,8,-2,34.884,6.555,20.029,0.874
Q15238,0.454,15,0.257,0.054,0.008,34,122.735,33.37,89.364,468.431,20.609,3.877,0.572,0.676,25.385,4.385,7,2,42.857,4.608,9.793,0.821
Q15256,0.833,46,-0.009,0.292,0.21,49,160.815,36.43,124.386,580.328,28.421,3.989,0.688,0.776,32.3,3.9,4,-1,33.333,5.25,14.182,0.505
Q15257,0.443,24,-0.093,0.215,0.137,35,206.937,70.198,136.738,634.22,18,4.055,0.533,0.543,21.667,3.75,6,-1,43.75,5.853,14.549,0.766
Q15262,0.587,91,-0.126,0.529,0.224,98,253.449,52.745,200.704,727.214,24.261,3.889,0.478,0.469,19.217,4.391,14,2,32.759,6.572,14.446,0.917
Q15269,0.779,66,0.004,0.295,0.187,36,94.319,2.143,92.176,286.191,28,3.85,0.498,0.861,71,4.444,2,1,16,3.308,9.063,0.913
Q15270,0.189,5,0.061,0.005,0,39,160.321,18.237,142.084,529.723,19.417,3.817,0.538,0.615,30.25,5.375,4,2,37.5,5.266,13.571,0.472
Q15274,0.446,20,0.149,0.154,0.048,33,130.551,27.902,102.648,432.023,16.3,4.103,0.556,0.606,43.385,3.615,3,1,35.714,4.64,12.195,0.993
Q15276,0.479,71,0.096,0.401,0.253,30,146.633,25.87,120.763,405.535,19.786,3.842,0.672,0.933,52.429,3.857,2,0,30.769,5.717,14.109,0.964
Q15283,0.685,70,0.009,0.655,0.196,115,306.756,97.857,208.9,1138.376,31.64,4.006,0.513,0.435,12.615,4.346,19,2,40.845,7.592,19.949,0.637
Q15286,0.281,14,0.064,0.2,0.157,28,100.604,40.064,60.54,351.691,12.933,3.98,0.573,0.536,16.8,3.7,6,1,40,3.825,9.214,0.912
Q15287,0.14,9,0.298,0.008,0.005,30,142.918,71.668,71.25,586.007,19,4.141,0.693,0.667,-6.667,6,3,3,44.444,4.445,11.19,0.054
Q15291,0.533,31,0.069,0.134,0.014,81,224.308,64.664,159.644,755.148,17,3.954,0.475,0.395,46.571,4.619,9,1,38.776,7.861,20.879,0.846
Q15293,0.705,27,-0.065,0.139,0.022,46,105.068,9.665,95.403,384.504,32.176,4,0.494,0.739,41.3,5.2,4,2,23.333,3.437,9.118,0.703
Q15303,0.951,93,-0.009,0.256,0.246,146,284.058,118.613,165.445,1014.906,48.338,3.969,0.454,0.445,10.556,4.519,20,1,43.243,7.022,20.745,0.623
